Processed MC Number 1551291 | Start: 2024-08-17 07:43:12.295285 | End: 2024-08-17 07:43:29.582887 | Duration: 17.287602 seconds | Data: Record Active
Processed MC Number 1551292 | Start: 2024-08-17 07:43:29.583166 | End: 2024-08-17 07:43:41.821294 | Duration: 12.238128 seconds | Data: Record Active
Processed MC Number 1551293 | Start: 2024-08-17 07:43:41.821571 | End: 2024-08-17 07:43:52.166586 | Duration: 10.345015 seconds | Data: Record Active
Processed MC Number 1551294 | Start: 2024-08-17 07:43:52.166681 | End: 2024-08-17 07:44:08.700265 | Duration: 16.533584 seconds | Data: Record Active
Processed MC Number 1551295 | Start: 2024-08-17 07:44:08.700627 | End: 2024-08-17 07:44:13.229125 | Duration: 4.528498 seconds | Data: Record Not Found
Processed MC Number 1551296 | Start: 2024-08-17 07:44:13.229334 | End: 2024-08-17 07:44:17.506402 | Duration: 4.277068 seconds | Data: Record Inactive
Processed MC Number 1551297 | Start: 2024-08-17 07:44:17.506481 | End: 2024-08-17 07:44:29.031793 | Duration: 11.525312 seconds | Data: Record Active
Processed MC Number 1551298 | Start: 2024-08-17 07:44:29.031891 | End: 2024-08-17 07:44:35.917650 | Duration: 6.885759 seconds | Data: Record Not Found
Processed MC Number 1551299 | Start: 2024-08-17 07:44:35.917737 | End: 2024-08-17 07:44:47.080165 | Duration: 11.162428 seconds | Data: Record Active
Processed MC Number 1551300 | Start: 2024-08-17 07:44:47.080485 | End: 2024-08-17 07:44:53.752083 | Duration: 6.671598 seconds | Data: Record Not Found
Processed MC Number 1551301 | Start: 2024-08-17 07:44:53.752155 | End: 2024-08-17 07:44:59.050022 | Duration: 5.297867 seconds | Data: Record Not Found
Processed MC Number 1551302 | Start: 2024-08-17 07:44:59.050110 | End: 2024-08-17 07:45:24.227014 | Duration: 25.176904 seconds | Data: Record Active
Processed MC Number 1551303 | Start: 2024-08-17 07:45:24.227288 | End: 2024-08-17 07:45:28.560635 | Duration: 4.333347 seconds | Data: Record Inactive
Processed MC Number 1551304 | Start: 2024-08-17 07:45:28.560728 | End: 2024-08-17 07:45:39.452662 | Duration: 10.891934 seconds | Data: Record Active
Processed MC Number 1551305 | Start: 2024-08-17 07:45:39.452772 | End: 2024-08-17 07:45:43.717457 | Duration: 4.264685 seconds | Data: Record Not Found
Processed MC Number 1551306 | Start: 2024-08-17 07:45:43.717534 | End: 2024-08-17 07:45:56.036926 | Duration: 12.319392 seconds | Data: Record Active
Processed MC Number 1551307 | Start: 2024-08-17 07:45:56.037001 | End: 2024-08-17 07:46:00.755175 | Duration: 4.718174 seconds | Data: Record Not Found
Processed MC Number 1551308 | Start: 2024-08-17 07:46:00.755296 | End: 2024-08-17 07:46:04.630636 | Duration: 3.87534 seconds | Data: Record Not Found
Processed MC Number 1551309 | Start: 2024-08-17 07:46:04.630877 | End: 2024-08-17 07:46:08.909906 | Duration: 4.279029 seconds | Data: Record Not Found
Processed MC Number 1551310 | Start: 2024-08-17 07:46:08.910039 | End: 2024-08-17 07:46:20.898243 | Duration: 11.988204 seconds | Data: Record Active
Processed MC Number 1551311 | Start: 2024-08-17 07:46:20.898360 | End: 2024-08-17 07:46:33.286398 | Duration: 12.388038 seconds | Data: Record Active
Processed MC Number 1551312 | Start: 2024-08-17 07:46:33.286642 | End: 2024-08-17 07:46:37.602153 | Duration: 4.315511 seconds | Data: Record Inactive
Processed MC Number 1551313 | Start: 2024-08-17 07:46:37.602395 | End: 2024-08-17 07:46:52.162563 | Duration: 14.560168 seconds | Data: Record Active
Processed MC Number 1551314 | Start: 2024-08-17 07:46:52.162877 | End: 2024-08-17 07:46:56.445815 | Duration: 4.282938 seconds | Data: Record Not Found
Processed MC Number 1551315 | Start: 2024-08-17 07:46:56.446031 | End: 2024-08-17 07:47:06.812732 | Duration: 10.366701 seconds | Data: Record Active
Processed MC Number 1551316 | Start: 2024-08-17 07:47:06.813182 | End: 2024-08-17 07:47:10.639589 | Duration: 3.826407 seconds | Data: Record Not Found
Processed MC Number 1551317 | Start: 2024-08-17 07:47:10.639676 | End: 2024-08-17 07:47:22.119755 | Duration: 11.480079 seconds | Data: Record Active
Processed MC Number 1551318 | Start: 2024-08-17 07:47:22.120092 | End: 2024-08-17 07:47:32.722914 | Duration: 10.602822 seconds | Data: Record Active
Processed MC Number 1551319 | Start: 2024-08-17 07:47:32.722999 | End: 2024-08-17 07:47:44.442218 | Duration: 11.719219 seconds | Data: Record Active
Processed MC Number 1551320 | Start: 2024-08-17 07:47:44.442523 | End: 2024-08-17 07:47:48.842492 | Duration: 4.399969 seconds | Data: Record Not Found
Processed MC Number 1551321 | Start: 2024-08-17 07:47:48.842572 | End: 2024-08-17 07:47:55.164819 | Duration: 6.322247 seconds | Data: Record Not Found
Processed MC Number 1551322 | Start: 2024-08-17 07:47:55.164914 | End: 2024-08-17 07:48:06.075697 | Duration: 10.910783 seconds | Data: Record Active
Processed MC Number 1551323 | Start: 2024-08-17 07:48:06.075838 | End: 2024-08-17 07:48:10.503972 | Duration: 4.428134 seconds | Data: Record Not Found
Processed MC Number 1551324 | Start: 2024-08-17 07:48:10.504054 | End: 2024-08-17 07:48:14.614982 | Duration: 4.110928 seconds | Data: Record Inactive
Processed MC Number 1551325 | Start: 2024-08-17 07:48:14.615144 | End: 2024-08-17 07:48:19.291897 | Duration: 4.676753 seconds | Data: Record Not Found
Processed MC Number 1551326 | Start: 2024-08-17 07:48:19.292259 | End: 2024-08-17 07:48:23.701565 | Duration: 4.409306 seconds | Data: Record Not Found
Processed MC Number 1551327 | Start: 2024-08-17 07:48:23.701655 | End: 2024-08-17 07:48:31.655975 | Duration: 7.95432 seconds | Data: Record Not Found
Processed MC Number 1551328 | Start: 2024-08-17 07:48:31.656063 | End: 2024-08-17 07:48:42.645408 | Duration: 10.989345 seconds | Data: Record Active
Processed MC Number 1551329 | Start: 2024-08-17 07:48:42.645487 | End: 2024-08-17 07:48:56.789941 | Duration: 14.144454 seconds | Data: Record Active
Processed MC Number 1551330 | Start: 2024-08-17 07:48:56.790296 | End: 2024-08-17 07:49:00.723580 | Duration: 3.933284 seconds | Data: Record Not Found
Processed MC Number 1551331 | Start: 2024-08-17 07:49:00.723656 | End: 2024-08-17 07:49:04.634950 | Duration: 3.911294 seconds | Data: Record Not Found
Processed MC Number 1551332 | Start: 2024-08-17 07:49:04.635042 | End: 2024-08-17 07:49:09.192451 | Duration: 4.557409 seconds | Data: Record Not Found
Processed MC Number 1551333 | Start: 2024-08-17 07:49:09.192530 | End: 2024-08-17 07:49:21.482509 | Duration: 12.289979 seconds | Data: Record Active
Processed MC Number 1551334 | Start: 2024-08-17 07:49:21.482756 | End: 2024-08-17 07:49:34.535580 | Duration: 13.052824 seconds | Data: Record Active
Processed MC Number 1551335 | Start: 2024-08-17 07:49:34.536103 | End: 2024-08-17 07:49:45.728400 | Duration: 11.192297 seconds | Data: Record Not Found
Processed MC Number 1551336 | Start: 2024-08-17 07:49:45.728493 | End: 2024-08-17 07:49:49.629196 | Duration: 3.900703 seconds | Data: Record Not Found
Processed MC Number 1551337 | Start: 2024-08-17 07:49:49.629385 | End: 2024-08-17 07:49:54.223241 | Duration: 4.593856 seconds | Data: Record Not Found
Processed MC Number 1551338 | Start: 2024-08-17 07:49:54.223337 | End: 2024-08-17 07:50:08.300515 | Duration: 14.077178 seconds | Data: Record Active
Processed MC Number 1551339 | Start: 2024-08-17 07:50:08.300867 | End: 2024-08-17 07:50:18.918104 | Duration: 10.617237 seconds | Data: Record Active
Processed MC Number 1551340 | Start: 2024-08-17 07:50:18.918201 | End: 2024-08-17 07:50:30.455245 | Duration: 11.537044 seconds | Data: Record Active
Processed MC Number 1551341 | Start: 2024-08-17 07:50:30.455510 | End: 2024-08-17 07:50:44.336637 | Duration: 13.881127 seconds | Data: Record Active
Processed MC Number 1551342 | Start: 2024-08-17 07:50:44.336872 | End: 2024-08-17 07:50:48.337868 | Duration: 4.000996 seconds | Data: Record Inactive
Processed MC Number 1551343 | Start: 2024-08-17 07:50:48.337945 | End: 2024-08-17 07:51:00.946713 | Duration: 12.608768 seconds | Data: Record Active
Processed MC Number 1551344 | Start: 2024-08-17 07:51:00.947458 | End: 2024-08-17 07:51:06.706233 | Duration: 5.758775 seconds | Data: Record Not Found
Processed MC Number 1551345 | Start: 2024-08-17 07:51:06.706320 | End: 2024-08-17 07:51:10.744167 | Duration: 4.037847 seconds | Data: Record Not Found
Processed MC Number 1551346 | Start: 2024-08-17 07:51:10.744250 | End: 2024-08-17 07:53:28.901491 | Duration: 138.157241 seconds | Data: Record Active
Processed MC Number 1551347 | Start: 2024-08-17 07:53:28.902021 | End: 2024-08-17 07:53:45.904973 | Duration: 17.002952 seconds | Data: Record Active
Processed MC Number 1551348 | Start: 2024-08-17 07:53:45.905256 | End: 2024-08-17 07:53:51.727295 | Duration: 5.822039 seconds | Data: Record Not Found
Processed MC Number 1551349 | Start: 2024-08-17 07:53:51.727396 | End: 2024-08-17 07:54:03.857879 | Duration: 12.130483 seconds | Data: Record Active
Processed MC Number 1551350 | Start: 2024-08-17 07:54:03.857963 | End: 2024-08-17 07:54:08.159407 | Duration: 4.301444 seconds | Data: Record Not Found
Processed MC Number 1551351 | Start: 2024-08-17 07:54:08.159499 | End: 2024-08-17 07:54:12.677895 | Duration: 4.518396 seconds | Data: Record Not Found
Processed MC Number 1551352 | Start: 2024-08-17 07:54:12.677971 | End: 2024-08-17 07:54:17.381128 | Duration: 4.703157 seconds | Data: Record Inactive
Processed MC Number 1551353 | Start: 2024-08-17 07:54:17.381243 | End: 2024-08-17 07:54:22.719971 | Duration: 5.338728 seconds | Data: Record Not Found
Processed MC Number 1551354 | Start: 2024-08-17 07:54:22.720156 | End: 2024-08-17 07:54:29.250153 | Duration: 6.529997 seconds | Data: Record Not Found
Processed MC Number 1551355 | Start: 2024-08-17 07:54:29.250255 | End: 2024-08-17 07:54:43.381631 | Duration: 14.131376 seconds | Data: Record Active
Processed MC Number 1551356 | Start: 2024-08-17 07:54:43.381720 | End: 2024-08-17 07:55:06.291771 | Duration: 22.910051 seconds | Data: Record Active
Processed MC Number 1551357 | Start: 2024-08-17 07:55:06.291989 | End: 2024-08-17 07:55:18.906044 | Duration: 12.614055 seconds | Data: Record Active
Processed MC Number 1551358 | Start: 2024-08-17 07:55:18.906438 | End: 2024-08-17 07:55:23.215753 | Duration: 4.309315 seconds | Data: Record Not Found
Processed MC Number 1551359 | Start: 2024-08-17 07:55:23.215859 | End: 2024-08-17 07:55:35.026771 | Duration: 11.810912 seconds | Data: Record Active
Processed MC Number 1551360 | Start: 2024-08-17 07:55:35.027008 | End: 2024-08-17 07:55:55.618744 | Duration: 20.591736 seconds | Data: Record Active
Processed MC Number 1551361 | Start: 2024-08-17 07:55:55.618973 | End: 2024-08-17 07:56:11.718033 | Duration: 16.09906 seconds | Data: Record Active
Processed MC Number 1551362 | Start: 2024-08-17 07:56:11.718303 | End: 2024-08-17 07:56:24.996883 | Duration: 13.27858 seconds | Data: Record Active
Processed MC Number 1551363 | Start: 2024-08-17 07:56:24.997361 | End: 2024-08-17 07:56:36.652951 | Duration: 11.65559 seconds | Data: Record Active
Processed MC Number 1551364 | Start: 2024-08-17 07:56:36.653361 | End: 2024-08-17 07:56:50.023402 | Duration: 13.370041 seconds | Data: Record Active
Processed MC Number 1551365 | Start: 2024-08-17 07:56:50.023655 | End: 2024-08-17 07:57:06.278313 | Duration: 16.254658 seconds | Data: Record Active
Processed MC Number 1551366 | Start: 2024-08-17 07:57:06.278581 | End: 2024-08-17 07:57:10.314337 | Duration: 4.035756 seconds | Data: Record Not Found
Processed MC Number 1551367 | Start: 2024-08-17 07:57:10.314891 | End: 2024-08-17 07:57:28.042215 | Duration: 17.727324 seconds | Data: Record Active
Processed MC Number 1551368 | Start: 2024-08-17 07:57:28.042673 | End: 2024-08-17 07:57:46.587218 | Duration: 18.544545 seconds | Data: Record Active
Processed MC Number 1551369 | Start: 2024-08-17 07:57:46.587957 | End: 2024-08-17 07:57:58.596406 | Duration: 12.008449 seconds | Data: Record Active
Processed MC Number 1551370 | Start: 2024-08-17 07:57:58.596511 | End: 2024-08-17 07:58:11.461975 | Duration: 12.865464 seconds | Data: Record Active
Processed MC Number 1551371 | Start: 2024-08-17 07:58:11.462057 | End: 2024-08-17 07:58:30.732461 | Duration: 19.270404 seconds | Data: Record Active
Processed MC Number 1551372 | Start: 2024-08-17 07:58:30.732742 | End: 2024-08-17 07:58:35.565631 | Duration: 4.832889 seconds | Data: Record Not Found
Processed MC Number 1551373 | Start: 2024-08-17 07:58:35.565749 | End: 2024-08-17 07:58:40.577156 | Duration: 5.011407 seconds | Data: Record Not Found
Processed MC Number 1551374 | Start: 2024-08-17 07:58:40.577249 | End: 2024-08-17 07:58:46.538071 | Duration: 5.960822 seconds | Data: Record Not Found
Processed MC Number 1551375 | Start: 2024-08-17 07:58:46.538163 | End: 2024-08-17 07:58:51.555071 | Duration: 5.016908 seconds | Data: Record Not Found
Processed MC Number 1551376 | Start: 2024-08-17 07:58:51.555191 | End: 2024-08-17 07:58:56.130526 | Duration: 4.575335 seconds | Data: Record Not Found
Processed MC Number 1551377 | Start: 2024-08-17 07:58:56.130679 | End: 2024-08-17 07:59:01.878864 | Duration: 5.748185 seconds | Data: Record Inactive
Processed MC Number 1551378 | Start: 2024-08-17 07:59:01.878998 | End: 2024-08-17 07:59:06.497214 | Duration: 4.618216 seconds | Data: Record Not Found
Processed MC Number 1551379 | Start: 2024-08-17 07:59:06.497296 | End: 2024-08-17 07:59:11.859365 | Duration: 5.362069 seconds | Data: Record Inactive
Processed MC Number 1551380 | Start: 2024-08-17 07:59:11.859449 | End: 2024-08-17 07:59:22.299597 | Duration: 10.440148 seconds | Data: Record Active
Processed MC Number 1551381 | Start: 2024-08-17 07:59:22.299841 | End: 2024-08-17 07:59:35.102647 | Duration: 12.802806 seconds | Data: Record Active
Processed MC Number 1551382 | Start: 2024-08-17 07:59:35.102920 | End: 2024-08-17 07:59:51.144498 | Duration: 16.041578 seconds | Data: Record Active
Processed MC Number 1551383 | Start: 2024-08-17 07:59:51.144776 | End: 2024-08-17 07:59:56.005266 | Duration: 4.86049 seconds | Data: Record Not Found
Processed MC Number 1551384 | Start: 2024-08-17 07:59:56.005347 | End: 2024-08-17 07:59:59.854954 | Duration: 3.849607 seconds | Data: Record Not Found
Processed MC Number 1551385 | Start: 2024-08-17 07:59:59.855101 | End: 2024-08-17 08:00:11.961917 | Duration: 12.106816 seconds | Data: Record Active
Processed MC Number 1551386 | Start: 2024-08-17 08:00:11.962110 | End: 2024-08-17 08:00:25.749980 | Duration: 13.78787 seconds | Data: Record Active
Processed MC Number 1551387 | Start: 2024-08-17 08:00:25.750284 | End: 2024-08-17 08:00:30.880470 | Duration: 5.130186 seconds | Data: Record Not Found
Processed MC Number 1551388 | Start: 2024-08-17 08:00:30.880546 | End: 2024-08-17 08:00:42.480379 | Duration: 11.599833 seconds | Data: Record Active
Processed MC Number 1551389 | Start: 2024-08-17 08:00:42.480462 | End: 2024-08-17 08:00:53.692743 | Duration: 11.212281 seconds | Data: Record Active
Processed MC Number 1551390 | Start: 2024-08-17 08:00:53.692850 | End: 2024-08-17 08:00:58.743283 | Duration: 5.050433 seconds | Data: Record Not Found
Processed MC Number 1551391 | Start: 2024-08-17 08:00:58.743386 | End: 2024-08-17 08:01:03.031640 | Duration: 4.288254 seconds | Data: Record Not Found
Processed MC Number 1551392 | Start: 2024-08-17 08:01:03.031921 | End: 2024-08-17 08:01:07.534089 | Duration: 4.502168 seconds | Data: Record Not Found
Processed MC Number 1551393 | Start: 2024-08-17 08:01:07.534177 | End: 2024-08-17 08:01:11.853296 | Duration: 4.319119 seconds | Data: Record Inactive
Processed MC Number 1551394 | Start: 2024-08-17 08:01:11.853398 | End: 2024-08-17 08:01:16.009298 | Duration: 4.1559 seconds | Data: Record Not Found
Processed MC Number 1551395 | Start: 2024-08-17 08:01:16.009389 | End: 2024-08-17 08:01:24.293374 | Duration: 8.283985 seconds | Data: Record Not Found
Processed MC Number 1551396 | Start: 2024-08-17 08:01:24.293449 | End: 2024-08-17 08:01:39.106182 | Duration: 14.812733 seconds | Data: Record Active
Processed MC Number 1551397 | Start: 2024-08-17 08:01:39.106617 | End: 2024-08-17 08:01:43.629022 | Duration: 4.522405 seconds | Data: Record Inactive
Processed MC Number 1551398 | Start: 2024-08-17 08:01:43.629116 | End: 2024-08-17 08:01:49.706173 | Duration: 6.077057 seconds | Data: Record Not Found
Processed MC Number 1551399 | Start: 2024-08-17 08:01:49.706262 | End: 2024-08-17 08:01:54.055412 | Duration: 4.34915 seconds | Data: Record Not Found
Processed MC Number 1551400 | Start: 2024-08-17 08:01:54.055498 | End: 2024-08-17 08:02:00.905590 | Duration: 6.850092 seconds | Data: Record Not Found
Processed MC Number 1551401 | Start: 2024-08-17 08:02:00.905703 | End: 2024-08-17 08:02:05.562679 | Duration: 4.656976 seconds | Data: Record Not Found
Processed MC Number 1551402 | Start: 2024-08-17 08:02:05.562789 | End: 2024-08-17 08:02:20.086393 | Duration: 14.523604 seconds | Data: Record Active
Processed MC Number 1551403 | Start: 2024-08-17 08:02:20.086925 | End: 2024-08-17 08:02:31.908498 | Duration: 11.821573 seconds | Data: Record Active
Processed MC Number 1551404 | Start: 2024-08-17 08:02:31.908753 | End: 2024-08-17 08:02:43.389540 | Duration: 11.480787 seconds | Data: Record Active
Processed MC Number 1551405 | Start: 2024-08-17 08:02:43.389627 | End: 2024-08-17 08:02:47.682865 | Duration: 4.293238 seconds | Data: Record Not Found
Processed MC Number 1551406 | Start: 2024-08-17 08:02:47.682940 | End: 2024-08-17 08:02:51.973106 | Duration: 4.290166 seconds | Data: Record Not Found
Processed MC Number 1551407 | Start: 2024-08-17 08:02:51.973198 | End: 2024-08-17 08:03:08.030470 | Duration: 16.057272 seconds | Data: Record Active
Processed MC Number 1551408 | Start: 2024-08-17 08:03:08.030707 | End: 2024-08-17 08:03:41.096294 | Duration: 33.065587 seconds | Data: Record Active
Processed MC Number 1551409 | Start: 2024-08-17 08:03:41.096839 | End: 2024-08-17 08:03:49.816830 | Duration: 8.719991 seconds | Data: Record Inactive
Processed MC Number 1551410 | Start: 2024-08-17 08:03:49.817063 | End: 2024-08-17 08:04:19.261308 | Duration: 29.444245 seconds | Data: Record Active
Processed MC Number 1551411 | Start: 2024-08-17 08:04:19.262443 | End: 2024-08-17 08:04:26.911298 | Duration: 7.648855 seconds | Data: Record Not Found
Processed MC Number 1551412 | Start: 2024-08-17 08:04:26.911583 | End: 2024-08-17 08:04:32.213385 | Duration: 5.301802 seconds | Data: Record Not Found
Processed MC Number 1551413 | Start: 2024-08-17 08:04:32.213467 | End: 2024-08-17 08:04:50.077941 | Duration: 17.864474 seconds | Data: Record Active
Processed MC Number 1551414 | Start: 2024-08-17 08:04:50.078024 | End: 2024-08-17 08:05:04.597459 | Duration: 14.519435 seconds | Data: Record Active
Processed MC Number 1551415 | Start: 2024-08-17 08:05:04.597808 | End: 2024-08-17 08:05:12.720877 | Duration: 8.123069 seconds | Data: Record Inactive
Processed MC Number 1551416 | Start: 2024-08-17 08:05:12.720955 | End: 2024-08-17 08:05:17.857985 | Duration: 5.13703 seconds | Data: Record Inactive
Processed MC Number 1551417 | Start: 2024-08-17 08:05:17.858087 | End: 2024-08-17 08:05:38.265454 | Duration: 20.407367 seconds | Data: Record Active
Processed MC Number 1551418 | Start: 2024-08-17 08:05:38.265813 | End: 2024-08-17 08:05:50.231159 | Duration: 11.965346 seconds | Data: Record Not Found
Processed MC Number 1551419 | Start: 2024-08-17 08:05:50.231236 | End: 2024-08-17 08:05:54.252123 | Duration: 4.020887 seconds | Data: Record Not Found
Processed MC Number 1551420 | Start: 2024-08-17 08:05:54.252232 | End: 2024-08-17 08:06:06.151443 | Duration: 11.899211 seconds | Data: Record Active
Processed MC Number 1551421 | Start: 2024-08-17 08:06:06.151526 | End: 2024-08-17 08:06:10.280751 | Duration: 4.129225 seconds | Data: Record Inactive
Processed MC Number 1551422 | Start: 2024-08-17 08:06:10.280875 | End: 2024-08-17 08:06:14.275977 | Duration: 3.995102 seconds | Data: Record Not Found
Processed MC Number 1551423 | Start: 2024-08-17 08:06:14.276057 | End: 2024-08-17 08:06:22.763647 | Duration: 8.48759 seconds | Data: Record Not Found
Processed MC Number 1551424 | Start: 2024-08-17 08:06:22.763768 | End: 2024-08-17 08:06:31.789649 | Duration: 9.025881 seconds | Data: Record Not Found
Processed MC Number 1551425 | Start: 2024-08-17 08:06:31.789892 | End: 2024-08-17 08:06:47.767937 | Duration: 15.978045 seconds | Data: Record Active
Processed MC Number 1551426 | Start: 2024-08-17 08:06:47.768188 | End: 2024-08-17 08:06:53.289915 | Duration: 5.521727 seconds | Data: Record Not Found
Processed MC Number 1551427 | Start: 2024-08-17 08:06:53.290089 | End: 2024-08-17 08:06:59.831821 | Duration: 6.541732 seconds | Data: Record Not Found
Processed MC Number 1551428 | Start: 2024-08-17 08:06:59.832061 | End: 2024-08-17 08:07:12.898316 | Duration: 13.066255 seconds | Data: Record Active
Processed MC Number 1551429 | Start: 2024-08-17 08:07:12.898540 | End: 2024-08-17 08:07:19.955516 | Duration: 7.056976 seconds | Data: Record Inactive
Processed MC Number 1551430 | Start: 2024-08-17 08:07:19.955598 | End: 2024-08-17 08:07:31.121620 | Duration: 11.166022 seconds | Data: Record Active
Processed MC Number 1551431 | Start: 2024-08-17 08:07:31.122045 | End: 2024-08-17 08:07:35.102387 | Duration: 3.980342 seconds | Data: Record Not Found
Processed MC Number 1551432 | Start: 2024-08-17 08:07:35.102463 | End: 2024-08-17 08:07:38.969715 | Duration: 3.867252 seconds | Data: Record Not Found
Processed MC Number 1551433 | Start: 2024-08-17 08:07:38.969810 | End: 2024-08-17 08:07:51.711405 | Duration: 12.741595 seconds | Data: Record Active
Processed MC Number 1551434 | Start: 2024-08-17 08:07:51.711632 | End: 2024-08-17 08:08:04.476169 | Duration: 12.764537 seconds | Data: Record Active
Processed MC Number 1551435 | Start: 2024-08-17 08:08:04.476247 | End: 2024-08-17 08:08:20.755534 | Duration: 16.279287 seconds | Data: Record Active
Processed MC Number 1551436 | Start: 2024-08-17 08:08:20.756076 | End: 2024-08-17 08:08:25.433031 | Duration: 4.676955 seconds | Data: Record Not Found
Processed MC Number 1551437 | Start: 2024-08-17 08:08:25.433134 | End: 2024-08-17 08:08:43.442539 | Duration: 18.009405 seconds | Data: Record Active
Processed MC Number 1551438 | Start: 2024-08-17 08:08:43.442764 | End: 2024-08-17 08:08:56.815231 | Duration: 13.372467 seconds | Data: Record Active
Processed MC Number 1551439 | Start: 2024-08-17 08:08:56.815595 | End: 2024-08-17 08:09:01.644950 | Duration: 4.829355 seconds | Data: Record Not Found
Processed MC Number 1551440 | Start: 2024-08-17 08:09:01.645024 | End: 2024-08-17 08:09:06.288965 | Duration: 4.643941 seconds | Data: Record Not Found
Processed MC Number 1551441 | Start: 2024-08-17 08:09:06.289045 | End: 2024-08-17 08:09:16.216283 | Duration: 9.927238 seconds | Data: Record Active
Processed MC Number 1551442 | Start: 2024-08-17 08:09:16.216364 | End: 2024-08-17 08:09:28.484253 | Duration: 12.267889 seconds | Data: Record Active
Processed MC Number 1551443 | Start: 2024-08-17 08:09:28.484501 | End: 2024-08-17 08:09:41.436897 | Duration: 12.952396 seconds | Data: Record Active
Processed MC Number 1551444 | Start: 2024-08-17 08:09:41.437302 | End: 2024-08-17 08:09:45.526594 | Duration: 4.089292 seconds | Data: Record Not Found
Processed MC Number 1551445 | Start: 2024-08-17 08:09:45.526733 | End: 2024-08-17 08:10:00.326940 | Duration: 14.800207 seconds | Data: Record Active
Processed MC Number 1551446 | Start: 2024-08-17 08:10:00.327228 | End: 2024-08-17 08:10:15.603246 | Duration: 15.276018 seconds | Data: Record Active
Processed MC Number 1551447 | Start: 2024-08-17 08:10:15.603607 | End: 2024-08-17 08:10:19.750160 | Duration: 4.146553 seconds | Data: Record Not Found
Processed MC Number 1551448 | Start: 2024-08-17 08:10:19.750246 | End: 2024-08-17 08:10:31.168693 | Duration: 11.418447 seconds | Data: Record Active
Processed MC Number 1551449 | Start: 2024-08-17 08:10:31.169174 | End: 2024-08-17 08:10:36.061823 | Duration: 4.892649 seconds | Data: Record Inactive
Processed MC Number 1551450 | Start: 2024-08-17 08:10:36.062024 | End: 2024-08-17 08:10:53.588407 | Duration: 17.526383 seconds | Data: Record Active
Processed MC Number 1551451 | Start: 2024-08-17 08:10:53.588696 | End: 2024-08-17 08:11:00.890488 | Duration: 7.301792 seconds | Data: Record Not Found
Processed MC Number 1551452 | Start: 2024-08-17 08:11:00.890586 | End: 2024-08-17 08:11:33.038047 | Duration: 32.147461 seconds | Data: Record Active
Processed MC Number 1551453 | Start: 2024-08-17 08:11:33.038580 | End: 2024-08-17 08:11:49.411196 | Duration: 16.372616 seconds | Data: Record Active
Processed MC Number 1551454 | Start: 2024-08-17 08:11:49.411614 | End: 2024-08-17 08:12:08.144432 | Duration: 18.732818 seconds | Data: Record Active
Processed MC Number 1551455 | Start: 2024-08-17 08:12:08.144663 | End: 2024-08-17 08:12:30.647167 | Duration: 22.502504 seconds | Data: Record Active
Processed MC Number 1551456 | Start: 2024-08-17 08:12:30.647588 | End: 2024-08-17 08:12:35.127335 | Duration: 4.479747 seconds | Data: Record Not Found
Processed MC Number 1551457 | Start: 2024-08-17 08:12:35.127435 | End: 2024-08-17 08:12:54.316182 | Duration: 19.188747 seconds | Data: Record Not Found
Processed MC Number 1551458 | Start: 2024-08-17 08:12:54.316434 | End: 2024-08-17 08:13:08.874209 | Duration: 14.557775 seconds | Data: Record Active
Processed MC Number 1551459 | Start: 2024-08-17 08:13:08.874470 | End: 2024-08-17 08:13:24.112899 | Duration: 15.238429 seconds | Data: Record Active
Processed MC Number 1551460 | Start: 2024-08-17 08:13:24.113417 | End: 2024-08-17 08:13:56.998889 | Duration: 32.885472 seconds | Data: Record Active
Processed MC Number 1551461 | Start: 2024-08-17 08:13:56.999363 | End: 2024-08-17 08:14:01.594784 | Duration: 4.595421 seconds | Data: Record Not Found
Processed MC Number 1551462 | Start: 2024-08-17 08:14:01.594981 | End: 2024-08-17 08:14:06.750617 | Duration: 5.155636 seconds | Data: Record Inactive
Processed MC Number 1551463 | Start: 2024-08-17 08:14:06.750701 | End: 2024-08-17 08:14:32.802136 | Duration: 26.051435 seconds | Data: Record Active
Processed MC Number 1551464 | Start: 2024-08-17 08:14:32.802426 | End: 2024-08-17 08:14:39.820561 | Duration: 7.018135 seconds | Data: Record Not Found
Processed MC Number 1551465 | Start: 2024-08-17 08:14:39.820802 | End: 2024-08-17 08:14:51.006078 | Duration: 11.185276 seconds | Data: Record Active
Processed MC Number 1551466 | Start: 2024-08-17 08:14:51.006284 | End: 2024-08-17 08:15:02.330874 | Duration: 11.32459 seconds | Data: Record Active
Processed MC Number 1551467 | Start: 2024-08-17 08:15:02.331123 | End: 2024-08-17 08:15:06.553120 | Duration: 4.221997 seconds | Data: Record Not Found
Processed MC Number 1551468 | Start: 2024-08-17 08:15:06.553222 | End: 2024-08-17 08:15:10.487590 | Duration: 3.934368 seconds | Data: Record Not Found
Processed MC Number 1551469 | Start: 2024-08-17 08:15:10.487672 | End: 2024-08-17 08:15:14.410313 | Duration: 3.922641 seconds | Data: Record Not Found
Processed MC Number 1551470 | Start: 2024-08-17 08:15:14.410389 | End: 2024-08-17 08:15:25.007001 | Duration: 10.596612 seconds | Data: Record Active
Processed MC Number 1551471 | Start: 2024-08-17 08:15:25.007243 | End: 2024-08-17 08:15:28.890772 | Duration: 3.883529 seconds | Data: Record Not Found
